Include,Exclusion reason,DOI,,Unique ID,Authors,Year,Country / Region,Funding source,Publication type,Design,Unit of assignment,Follow-up duration,Risk-of-bias tool used,Overall RoB judgment,Setting type,Population description,Baseline value,Sample size,Intervention category,Intervention category (broad),[AA] Intervention category (standardized),[JB] Intervention category (standardized),Intervention description,Core components,Intensity / dose,Implementation fidelity reported?,Implementation Description,Comparator / control condition,Estimation Method,Outcome name,Outcome Reference ,Outcome domain,Outcome definition / metric,[AA] Outcome Category (Standardized),[JB] Outcome Category (Standardized),[AA] Outcome—Intent (Standardized),[JB] Outcome—Intent (Standardized),Time point(s),Unit,Effect size,Standard Error,CI lower,CI upper,P-value,Raw data extracted,Direction of effect,Sub-groups analyzed?,Effect heterogeneity,Co-interventions / policy environment,Implementation barriers / facilitators,Notes ,Notes,JB Notes,AA check,Intervention class v1 - broad,Intervention class v2,Intervention class v3,Exclude
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,,Brady State D vs State A,...,...,...,firearm morbidity,firearm morbidity,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,2.09,...,1.72,2.53,p <0.0001,N/A,↑ harmful,...,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,,Brady State C vs State A,...,...,...,firearm morbidity,firearm morbidity,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,1.73,...,1.43,2.1,p <0.0001,N/A,↑ harmful,...,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,,Brady State B vs State A,...,...,...,firearm morbidity,firearm morbidity,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,1.2,...,0.8,1.79,p= 0.3757,N/A,↔ null,...,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Alcohol abuse,...,...,...,firearm morbidity,firearm morbidity,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,1.83,...,1.66,2.03,p <0.0001,N/A,↑ harmful,...,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Drug abuse,...,...,...,firearm morbidity,firearm morbidity,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,1.02,...,0.91,1.14,p= 0.7819,N/A,↔ null,...,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Psychoses,...,...,...,firearm morbidity,firearm morbidity,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,9.89,...,8.69,11.26,p <0.0001,N/A,↑ harmful,...,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Depression,...,...,...,firearm morbidity,firearm morbidity,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,6.03,...,5.27,6.89,p <0.0001,N/A,↑ harmful,...,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,Multivariate Logistic Regression ,Suicide attempt: age 75+ vs <14 years,Figure 2B ,Firearm-related suicide attempt,"Adjusted odds of inpatient firearm-suicide attempt. As above, but restricted to years 2007–2011","firearm morbidity, firearm mortality",,"""Self-inflicted (suicide, self-harm)""",,2007-2011,,16.85,...,8.69,32.66,p <0.0001,N/A,↑ harmful,Yes - restricted to 2007–2011,ORs mostly consistent with those between the years 1998–2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Age 65–74 vs <14 years,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,9.486,...,5.056,17.8,p <0.0001,N/A,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Age 45–64 vs <14 years ,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,5.7,...,3.15,10.59,p <0.0001,N/A,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Age 24–44 vs <14 years,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,3.21,...,1.72,5.99,p= 0.0002,N/A,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Age 14–24 vs <14 years,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,2.4,...,1.27,4.55,p=0.0073,N/A,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Female vs Male,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,0.78,...,0.68,0.89,p= 0.0005,N/A,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Other vs White,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,0.39,...,0.3,0.51,p <0.0001,N/A,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Hispanic vs White,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,0.22,...,0.18,0.267,p <0.0001,N/A,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Black vs White,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,0.08,...,0.07,0.1,p <0.0001,N/A,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,,Brady State F vs State A,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,1.7,...,1.32,2.18,p <0.0001,N/A,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,,Brady State D vs State A,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,2.16,...,1.63,2.86,p <0.0001,N/A,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,,Brady State C vs State A,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,1.49,...,1.1,2.02,p= 0.0096,N/A,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,,Brady State B vs State A,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,1.16,...,0.7,1.94,p= 0.5633,N/A,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Alcohol abuse,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,1.84,...,1.58,2.13,p <0.0001,N/A,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Drug abuse,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,0.87,...,0.73,1.03,p= 0.1138,N/A,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Psychoses,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,8.6,...,7.18,10.3,p <0.0001,N/A,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,,Depression,...,Firearm-related suicide attempt,...,,,"""Self-inflicted (suicide, self-harm)""",,...,,5.43,...,4.53,6.51,p <0.0001,N/A,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://journals.sagepub.com/doi/full/10.1177/07340168221124453,7,Adams2023,"Adams, K. Alexander ",2023,United States - 50 states,N/A,Journal Article ,Quasi-Experimental ,State,38 years (1980-2018),N/A,N/A,"Mixed (Urban, Suburban, and Rural across States) ","General population: Includes observations from 34 states that adopted SYG laws and 16 that did not. 34 states enacted (26 via statute, 8 via case law)",N/A ,N/A (1950 state-year observations - (50 states x 39 years),Legislation  ,legislation,Legislation—permissive,Legislation—permissive,Implementation of 'Stand Your Ground' laws via statutes or case law throughout states within the US. ,Removal of duty to retreat in public self-defense cases and expanded legal immunity for used of lethal force in self-defense cases,SYG law: Yes/No,Yes ,"SYG status updated for each state-year. Some states enacted SYG laws from legislation, others from case law and the courts (with judicially established case law potentially stalling implementation by one year). ",States without SYG laws ,Fixed effects model ,Murder rate,Table 2 ,Overall Homicide Mortality,"Murder counts/100,000 population",overall mortality,overall mortality,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",Annual; 1980-2018,,0.0076,0.032,N/A,N/A,N/A,N/A,↔ null,No ,N/A,"Controlled for child access prevention and other laws including 'Right to Carry', alcohol consumption, incarceration rates, police presence, and economic and demographic covariates. ",Bias in SYG law enforcenment (racial disparities in legal application of the law),"""Overall, none of the results using our GETS reduced fixed effects""
model were statistically significant.""",,looks good to me,,Firearm policy / legal change,Stand-your-ground / self-defense immunity,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,...,Assault rate,....,Crime,"Assault rate/100,000",overall crime,overall morbidity,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",...,,0.00121,0.0215,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,Includes multiple definitions of SYG laws (statutory and case-law) and a broad range of crime outcomes tested,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,...,Rape rate ,....,Crime,"Rape counts/100,000 ",overall crime,overall crime,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",...,,0.0127,0.0173,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,...,Robbery rate ,....,Crime ,"Robbery counts/100,000",overall crime,overall crime,unknown/other,,...,,−0.00170,0.0215,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,...,Burglary rate ,....,Crime ,"Burglary counts/100,000",overall crime,overall crime,unknown/other,,...,,0.00518,0.0165,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,...,Auto theft rate ,....,Crime ,"Auto theft counts/100,000",overall crime,overall crime,unknown/other,,...,,0.0208,0.0175,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,...,Larceny rate ,....,Crime ,"Larceny counts/100,000 ",overall crime,overall crime,"""Interpersonal (homicide, assault)""",,...,,−0.00585,0.0121,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,States without SYG laws ,Negative binomial regression model  ,Murder rate ,Table 3 ,Overall Homicide,"Murder counts/100,000 ",overall mortality,overall mortality,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",Annual; 1980-2018,,0.0876,0.0972,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,"""The negative binomial model tended to generate larger effect sizes than the fixed effects model, but like the fixed effects model, none of the results were statistically significant at the traditional 1%, 5%, or 10% levels"" ",,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,...,Assault Rate ,....,Crime,"Assault rate/100,000",overall morbidity,overall morbidity,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",...,,0.0844,0.0975,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,...,Rape rate,....,Crime,"Rape counts/100,000 ",overall crime,overall crime,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",...,,0.0922,0.0796,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,...,Robbery rate ,....,Crime ,"Robbery counts/100,000",overall crime,overall crime,unknown/other,,...,,0.0965,0.121,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,...,Burglary rate,....,Crime ,"Burglary counts/100,000 ",overall crime,overall crime,unknown/other,,...,,0.0959,0.0792,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,...,Auto theft rate ,....,Crime ,"Auto theft counts/100,000 ",overall crime,overall crime,unknown/other,,...,,0.0832,0.0991,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—permissive,Legislation—permissive,,,,,,,...,Larceny rate ,....,Crime ,"Larceny counts/100,000  ",overall crime,overall crime,"""Interpersonal (homicide, assault)""",,...,,0.0606,0.0708,N/A,N/A,N/A,N/A,↔ null,No ,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7799862/,8,Andrade2020,"Andrade, E.G., et al. ",2020,United States- Contiguous 48 states,NIH/NIAAA grant ,Journal article ,Cross-sectional (network-based with Exponential Random Graph Models),        State-to-state firearm transfer dyads,2015–2017,N/A,N/A,Mixed ,"48 contiguous U.S. states; excludes DC, Alaska, Hawaii; Traced firearms from ATF data (48×48 directed matrix of traced transfers). Of the 48 origin states; 2,130 state-to-state dyads with ≥1 traced transfer; 178,712 total transfers","178,712 total traced firearm transfers over 3 years","2,130 state-to-state dyads (out of 2,304 possible) with ≥1 transfer",Legislation,legislation,Legislation—restrictive,Legislation—restrictive,Total count and composition (7 categories) of firearm laws per state from BU Law Database,"Buyer laws, background checks, trafficking laws, dealer laws, concealed carry, high-risk prohibitions, other laws","Yes – 0 to 133 laws per state, categorized in percent per type",No ,Used law status as of 2015; not evaluated for enforcement,For law-count models: none (continuous),Exponential Random Graph Model (ERGM),traced firearms vs. Origin state: total law count,Table 2 - Model 3,Policing output,IRR per additional state firearm law for traced exports; Sum of the total count of laws from all categories,firearm flow,firearm flow,,,2015-2017,,0.885,N/A,0.813,0.963,0.005,IRR=1.081 (95 % CI 1.009–1.159),↓ beneficial,Yes – law type; geographic adjacency,"Greater traced firearm flows between adjacent states (IRR = 2.49); high exports from states with few laws (AZ, IN)",N/A,N/A,Stricter laws linked to more imports from other states,,"the outcome is IRR of traced firearms, not 100% sure why model 3 was chosen",flag,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,Legislation—restrictive,Legislation—restrictive,,,,,,,...,Orgin state: Background checks (%),...,Policing output,% of laws that establish requirements and procedures for firearm dealers to perform background checks on prospective firearm purchasers,firearm flow,firearm flow,,,...,,1.043,N/A,0.962,1.131,0.309,N/A,N/A,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—restrictive,Legislation—restrictive,,,,,,,...,Orgin state: Buyer laws (%),...,Policing output,% of laws that firearm purchasers must obey in order to obtain a firearm,firearm flow,firearm flow,,,...,,0.895,N/A,0.832,0.962,0.003,N/A,↑ harmful,...,...,,,Higher buyer law % lowers exports,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—restrictive,Legislation—restrictive,,,,,,,,Orgin state:Dealer laws (%),,Policing output,"% of laws that establish rules for anyone in the business of selling, lending, or trading firearm",firearm flow,firearm flow,,,,,1.037,N/A,0.984,1.092,0.176,N/A,N/A,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—restrictive,Legislation—restrictive,,,,,,,...,Origin state: Firearm trafficking laws (%),...,Policing output,"% of laws that prohibit the sale of firearms with the intent to re-sell them, ban straw purchases, or require gun technology that helps trace firearms or ensure that a gun can be operated only by its owner",firearm flow,firearm flow,,,...,,1.077,N/A,1.008,1.149,0.027,N/A,N/A,...,...,,,More background check laws associated with greater imports,,,,,,,
